Chad,Total,181x[ 160–198],187x[ 165–205],175x[ 156–191],280x[ 248–306],301x[ 265–330],262x[ 233–285]
Chad,Lower respiratory infections,130x[ 110–145],137x[ 116–153],124x[ 105–138],139x[ 118–155],154x[ 131–172],126x[ 107–140]
Chad,"Trachea, bronchus, lung cancers",0x[ 0–0],0x[ 0–0],0x[ 0–0],1x[ 1–1],1x[ 1–1],1x[ 1–1]
Chad,Ischaemic heart disease,24x[ 22–27],26x[ 23–29],22x[ 20–25],70x[ 63–78],79x[ 71–87],63x[ 56–70]
Chad,Stroke,17x[ 15–19],15x[ 14–17],19x[ 17–21],47x[ 42–53],43x[ 38–48],50x[ 44–56]
Chad,Chronic obstructive pulmonary disease,7x[ 6–8],7x[ 4–9],8x[ 6–9],22x[ 18–26],24x[ 14–30],22x[ 18–24]
Chile,Total,35x[ 26–47],37x[ 29–50],32x[ 24–44],25x[ 19–34],33x[ 25–44],19x[ 14–27]
Chile,Lower respiratory infections,6x[ 4–9],6x[ 4–9],6x[ 4–10],4x[ 3–7],5x[ 3–8],3x[ 2–5]
Chile,"Trachea, bronchus, lung cancers",4x[ 2–6],4x[ 2–7],3x[ 2–5],3x[ 1–5],4x[ 2–6],2x[ 1–4]
Chile,Ischaemic heart disease,12x[ 9–15],14x[ 11–18],9x[ 7–13],9x[ 7–11],12x[ 9–16],6x[ 4–8]
Chile,Stroke,7x[ 5–11],7x[ 5–10],7x[ 5–12],5x[ 3–8],6x[ 4–9],4x[ 3–7]
Chile,Chronic obstructive pulmonary disease,6x[ 3–10],6x[ 3–10],6x[ 3–9],4x[ 2–7],6x[ 3–9],3x[ 2–5]
China,Total,140x[ 107–171],144x[ 110–177],135x[ 103–165],113x[ 86–138],126x[ 96–155],100x[ 77–122]
China,Lower respiratory infections,7x[ 5–8],7x[ 5–8],7x[ 5–8],6x[ 5–8],7x[ 5–8],6x[ 4–7]
China,"Trachea, bronchus, lung cancers",20x[ 13–27],27x[ 18–36],13x[ 9–17],16x[ 11–21],23x[ 15–31],10x[ 7–13]
China,Ischaemic heart disease,40x[ 30–52],38x[ 29–49],43x[ 32–56],33x[ 25–42],33x[ 25–42],32x[ 24–42]
China,Stroke,39x[ 29–50],39x[ 29–51],38x[ 28–50],31x[ 23–40],34x[ 25–44],29x[ 21–37]
China,Chronic obstructive pulmonary disease,32x[ 22–41],32x[ 19–43],32x[ 23–40],26x[ 19–34],29x[ 18–40],24x[ 17–30]
Colombia,Total,34x[ 27–43],38x[ 30–48],31x[ 24–39],37x[ 29–47],45x[ 36–57],30x[ 23–38]
Colombia,Lower respiratory infections,5x[ 3–7],5x[ 3–8],5x[ 3–7],5x[ 3–8],6x[ 4–9],5x[ 3–7]
Colombia,"Trachea, bronchus, lung cancers",2x[ 1–4],3x[ 1–4],2x[ 1–3],2x[ 1–4],3x[ 2–5],2x[ 1–3]
Colombia,Ischaemic heart disease,17x[ 13–21],20x[ 16–25],14x[ 10–18],18x[ 14–23],23x[ 18–29],13x[ 10–17]
Colombia,Stroke,5x[ 4–7],5x[ 4–7],5x[ 4–8],6x[ 4–8],6x[ 4–8],5x[ 4–7]
Colombia,Chronic obstructive pulmonary disease,5x[ 3–8],5x[ 3–8],5x[ 3–7],6x[ 3–8],7x[ 3–10],5x[ 3–7]
Comoros,Total,94x[ 84–102],98x[ 88–108],89x[ 80–97],172x[ 155–189],192x[ 172–212],154x[ 139–169]
Comoros,Lower respiratory infections,52x[ 44–59],54x[ 46–62],49x[ 42–56],72x[ 61–82],81x[ 69–93],64x[ 54–72]
Comoros,"Trachea, bronchus, lung cancers",1x[ 0–1],1x[ 1–1],0x[ 0–0],1x[ 1–2],2x[ 1–2],1x[ 1–1]
Comoros,Ischaemic heart disease,22x[ 20–25],24x[ 21–27],20x[ 18–23],53x[ 47–59],59x[ 52–67],47x[ 41–53]
Comoros,Stroke,13x[ 11–15],12x[ 11–14],13x[ 12–15],30x[ 26–35],31x[ 26–35],30x[ 26–34]
Comoros,Chronic obstructive pulmonary disease,6x[ 4–7],6x[ 3–9],5x[ 4–6],15x[ 11–19],19x[ 9–26],13x[ 10–15]
Congo,Total,73x[ 65–80],66x[ 58–73],80x[ 71–88],131x[ 116–144],122x[ 107–135],138x[ 123–152]
Congo,Lower respiratory infections,34x[ 28–39],34x[ 28–39],34x[ 29–39],46x[ 38–53],48x[ 40–55],44x[ 37–50]
Congo,"Trachea, bronchus, lung cancers",0x[ 0–0],0x[ 0–1],0x[ 0–0],1x[ 1–1],1x[ 1–1],1x[ 1–1]
Congo,Ischaemic heart disease,18x[ 16–21],16x[ 14–19],20x[ 17–23],41x[ 35–47],38x[ 33–43],43x[ 37–49]
Congo,Stroke,13x[ 11–15],9x[ 8–11],16x[ 13–18],28x[ 23–32],22x[ 18–26],32x[ 27–38]
Congo,Chronic obstructive pulmonary disease,6x[ 5–8],5x[ 3–6],8x[ 6–9],15x[ 12–18],13x[ 7–17],18x[ 14–21]
Costa Rica,Total,27x[ 21–34],30x[ 24–38],24x[ 18–30],23x[ 18–29],29x[ 23–36],18x[ 14–24]
Costa Rica,Lower respiratory infections,3x[ 2–5],4x[ 2–5],3x[ 2–4],3x[ 2–4],3x[ 2–5],2x[ 1–3]
Costa Rica,"Trachea, bronchus, lung cancers",1x[ 1–2],1x[ 1–2],1x[ 0–1],1x[ 1–2],1x[ 1–2],1x[ 0–1]
Costa Rica,Ischaemic heart disease,13x[ 10–17],16x[ 12–20],10x[ 7–13],11x[ 8–14],15x[ 11–19],8x[ 6–11]
Costa Rica,Stroke,4x[ 3–7],4x[ 3–6],4x[ 3–7],4x[ 2–6],4x[ 3–6],3x[ 2–6]
Costa Rica,Chronic obstructive pulmonary disease,5x[ 3–8],5x[ 3–8],5x[ 3–8],4x[ 2–7],5x[ 3–8],4x[ 2–6]
Côte d'Ivoire,Total,144x[ 127–160],157x[ 138–176],130x[ 116–144],269x[ 238–299],279x[ 245–313],259x[ 230–285]
Côte d'Ivoire,Lower respiratory infections,76x[ 63–88],86x[ 71–99],67x[ 56–76],109x[ 90–125],121x[ 100–140],95x[ 79–108]
Côte d'Ivoire,"Trachea, bronchus, lung cancers",0x[ 0–1],1x[ 0–1],0x[ 0–0],1x[ 1–1],1x[ 1–1],1x[ 1–1]
Côte d'Ivoire,Ischaemic heart disease,34x[ 30–39],39x[ 33–44],30x[ 26–34],84x[ 73–94],87x[ 75–98],80x[ 69–91]
Côte d'Ivoire,Stroke,23x[ 20–26],22x[ 19–26],24x[ 21–28],53x[ 45–60],47x[ 40–54],60x[ 51–68]
Côte d'Ivoire,Chronic obstructive pulmonary disease,9x[ 6–11],9x[ 5–12],8x[ 6–10],23x[ 16–28],23x[ 12–32],23x[ 18–26]
Croatia,Total,86x[ 62–126],91x[ 67–130],83x[ 57–122],35x[ 25–52],48x[ 36–69],25x[ 17–37]
Croatia,Lower respiratory infections,3x[ 2–5],4x[ 2–6],3x[ 1–5],1x[ 1–2],2x[ 1–3],1x[ 0–1]
Croatia,"Trachea, bronchus, lung cancers",11x[ 5–20],16x[ 8–29],6x[ 3–11],5x[ 3–10],9x[ 4–16],3x[ 1–5]
Croatia,Ischaemic heart disease,44x[ 29–64],43x[ 31–60],45x[ 27–68],18x[ 12–26],23x[ 17–33],13x[ 8–20]
Croatia,Stroke,18x[ 11–33],16x[ 10–26],21x[ 11–38],7x[ 4–13],8x[ 5–14],6x[ 3–11]
Croatia,Chronic obstructive pulmonary disease,10x[ 5–16],11x[ 5–19],8x[ 4–14],4x[ 2–6],6x[ 3–9],2x[ 1–4]
Cuba,Total,90x[ 50–174],95x[ 55–184],85x[ 45–167],50x[ 27–96],58x[ 33–112],42x[ 22–83]
Cuba,Lower respiratory infections,18x[ 7–35],18x[ 7–35],18x[ 7–36],9x[ 4–18],10x[ 4–21],8x[ 3–17]
Cuba,"Trachea, bronchus, lung cancers",12x[ 4–27],14x[ 5–33],9x[ 3–22],7x[ 2–16],9x[ 3–21],5x[ 2–13]
Cuba,Ischaemic heart disease,34x[ 20–63],37x[ 23–66],32x[ 18–60],19x[ 11–35],23x[ 14–40],16x[ 9–29]
Cuba,Stroke,13x[ 7–26],13x[ 7–26],13x[ 6–26],7x[ 4–14],8x[ 4–16],6x[ 3–13]
Cuba,Chronic obstructive pulmonary disease,13x[ 5–26],13x[ 5–28],12x[ 5–25],7x[ 3–14],7x[ 3–16],6x[ 2–13]
Cyprus,Total,33x[ 26–40],39x[ 31–47],26x[ 20–35],20x[ 16–25],28x[ 23–34],13x[ 10–17]
Cyprus,Lower respiratory infections,2x[ 1–3],2x[ 1–2],2x[ 1–3],1x[ 0–2],1x[ 1–2],1x[ 0–1]
Cyprus,"Trachea, bronchus, lung cancers",3x[ 2–5],5x[ 3–8],1x[ 1–2],2x[ 1–3],4x[ 2–6],1x[ 0–1]
Cyprus,Ischaemic heart disease,17x[ 12–22],21x[ 16–26],13x[ 8–18],11x[ 8–14],15x[ 11–19],7x[ 4–9]
Cyprus,Stroke,5x[ 2–9],4x[ 2–7],5x[ 2–11],3x[ 1–5],3x[ 2–5],3x[ 1–5]
Cyprus,Chronic obstructive pulmonary disease,6x[ 3–10],7x[ 3–12],5x[ 2–8],3x[ 2–6],5x[ 2–8],2x[ 1–4]
Czechia,Total,64x[ 49–88],69x[ 54–92],60x[ 43–84],30x[ 22–41],40x[ 31–53],21x[ 15–30]
Czechia,Lower respiratory infections,6x[ 3–10],6x[ 3–10],6x[ 3–9],3x[ 1–4],4x[ 2–6],2x[ 1–3]
Czechia,"Trachea, bronchus, lung cancers",6x[ 3–11],8x[ 4–15],4x[ 2–8],3x[ 2–6],4x[ 2–8],2x[ 1–4]
Czechia,Ischaemic heart disease,38x[ 25–52],39x[ 29–52],36x[ 22–53],17x[ 12–24],23x[ 17–30],12x[ 8–18]
Czechia,Stroke,9x[ 5–16],8x[ 5–12],9x[ 5–20],4x[ 2–7],4x[ 3–7],3x[ 2–7]
Czechia,Chronic obstructive pulmonary disease,7x[ 3–11],8x[ 4–13],5x[ 2–9],3x[ 1–5],4x[ 2–8],2x[ 1–3]
Democratic People's Republic of Korea,Total,231x[ 197–257],237x[ 196–272],225x[ 193–249],207x[ 177–231],288x[ 237–329],158x[ 136–176]
Democratic People's Republic of Korea,Lower respiratory infections,12x[ 10–14],12x[ 10–14],12x[ 10–13],12x[ 10–14],17x[ 14–20],10x[ 8–11]
Democratic People's Republic of Korea,"Trachea, bronchus, lung cancers",31x[ 24–37],32x[ 23–39],30x[ 23–35],26x[ 20–32],33x[ 24–41],21x[ 17–25]
Democratic People's Republic of Korea,Ischaemic heart disease,49x[ 41–56],53x[ 44–62],45x[ 36–54],44x[ 37–51],63x[ 52–73],32x[ 26–38]
Democratic People's Republic of Korea,Stroke,65x[ 53–76],74x[ 59–88],57x[ 45–69],58x[ 47–68],86x[ 69–102],41x[ 32–49]
Democratic People's Republic of Korea,Chronic obstructive pulmonary disease,72x[ 54–86],64x[ 36–86],79x[ 62–91],66x[ 50–79],89x[ 49–118],54x[ 43–63]
Democratic Republic of the Congo,Total,101x[ 90–110],96x[ 86–105],105x[ 95–114],164x[ 147–179],160x[ 142–175],166x[ 150–180]
Democratic Republic of the Congo,Lower respiratory infections,63x[ 53–71],63x[ 54–71],63x[ 53–70],67x[ 57–75],71x[ 61–80],64x[ 54–71]
Democratic Republic of the Congo,"Trachea, bronchus, lung cancers",0x[ 0–0],0x[ 0–0],0x[ 0–0],1x[ 1–1],1x[ 1–1],1x[ 1–1]
Democratic Republic of the Congo,Ischaemic heart disease,15x[ 14–17],15x[ 13–17],16x[ 14–18],40x[ 35–45],40x[ 35–45],40x[ 34–45]
Democratic Republic of the Congo,Stroke,14x[ 12–16],12x[ 10–13],17x[ 15–20],37x[ 32–42],31x[ 27–36],41x[ 36–47]
Democratic Republic of the Congo,Chronic obstructive pulmonary disease,7x[ 5–8],5x[ 3–7],8x[ 6–9],19x[ 15–22],16x[ 9–22],21x[ 17–24]
Denmark,Total,30x[ 22–40],31x[ 23–41],29x[ 21–40],13x[ 10–17],16x[ 12–21],11x[ 8–15]
Denmark,Lower respiratory infections,4x[ 1–7],3x[ 1–7],4x[ 1–8],1x[ 0–3],2x[ 0–3],1x[ 0–2]
Denmark,"Trachea, bronchus, lung cancers",4x[ 2–7],4x[ 2–8],4x[ 2–7],2x[ 1–3],2x[ 1–4],2x[ 1–3]
Denmark,Ischaemic heart disease,10x[ 6–13],11x[ 8–15],8x[ 5–12],4x[ 3–6],6x[ 4–8],3x[ 2–4]
Denmark,Stroke,5x[ 2–10],4x[ 2–9],5x[ 2–13],2x[ 1–4],2x[ 1–4],2x[ 1–4]
Denmark,Chronic obstructive pulmonary disease,8x[ 3–15],8x[ 3–14],8x[ 3–16],3x[ 1–6],4x[ 1–7],3x[ 1–6]
Djibouti,Total,99x[ 88–108],106x[ 94–116],92x[ 82–100],159x[ 141–173],177x[ 157–194],143x[ 127–155]
Djibouti,Lower respiratory infections,46x[ 38–52],48x[ 40–55],44x[ 37–49],64x[ 54–73],70x[ 58–80],59x[ 50–67]
Djibouti,"Trachea, bronchus, lung cancers",1x[ 1–1],1x[ 1–1],1x[ 1–1],2x[ 1–2],2x[ 1–2],2x[ 2–2]
Djibouti,Ischaemic heart disease,28x[ 24–31],32x[ 28–36],24x[ 21–27],51x[ 44–57],58x[ 51–66],43x[ 37–49]
Djibouti,Stroke,16x[ 14–19],16x[ 14–18],17x[ 14–19],29x[ 25–33],29x[ 25–34],29x[ 24–33]
Djibouti,Chronic obstructive pulmonary disease,6x[ 5–8],8x[ 4–10],5x[ 4–6],13x[ 9–16],17x[ 10–22],10x[ 8–11]
Dominican Republic,Total,38x[ 30–47],43x[ 34–52],34x[ 27–43],43x[ 34–53],50x[ 40–61],36x[ 28–45]
Dominican Republic,Lower respiratory infections,5x[ 3–7],5x[ 3–8],5x[ 3–7],5x[ 3–8],6x[ 3–8],5x[ 3–7]
Dominican Republic,"Trachea, bronchus, lung cancers",2x[ 1–3],2x[ 1–3],2x[ 1–3],2x[ 1–3],3x[ 1–4],2x[ 1–3]
Dominican Republic,Ischaemic heart disease,21x[ 17–26],24x[ 19–30],19x[ 14–23],24x[ 19–30],29x[ 23–35],20x[ 15–25]
Dominican Republic,Stroke,8x[ 6–11],8x[ 6–11],7x[ 5–10],9x[ 6–12],10x[ 7–13],8x[ 5–11]
Dominican Republic,Chronic obstructive pulmonary disease,2x[ 1–4],2x[ 1–4],2x[ 1–3],3x[ 1–4],3x[ 1–5],2x[ 1–3]
Ecuador,Total,22x[ 16–31],24x[ 18–33],21x[ 15–29],25x[ 18–34],29x[ 21–40],21x[ 15–29]
Ecuador,Lower respiratory infections,6x[ 3–10],6x[ 3–10],6x[ 3–10],6x[ 3–10],7x[ 3–11],6x[ 3–10]
Ecuador,"Trachea, bronchus, lung cancers",1x[ 0–1],1x[ 0–1],1x[ 0–1],1x[ 0–2],1x[ 0–2],1x[ 0–1]
Ecuador,Ischaemic heart disease,8x[ 6–11],9x[ 7–12],7x[ 5–9],9x[ 7–12],11x[ 9–15],7x[ 5–9]
Ecuador,Stroke,4x[ 3–6],4x[ 3–6],4x[ 2–6],4x[ 3–7],5x[ 3–7],4x[ 3–6]
Ecuador,Chronic obstructive pulmonary disease,4x[ 2–6],4x[ 2–7],3x[ 2–6],4x[ 2–6],5x[ 2–8],3x[ 2–5]
Egypt,Total,73x[ 64–91],80x[ 71–98],66x[ 57–84],109x[ 96–135],130x[ 115–160],90x[ 78–114]
Egypt,Lower respiratory infections,10x[ 7–12],11x[ 9–15],8x[ 6–10],12x[ 9–15],15x[ 12–20],9x[ 7–11]
Egypt,"Trachea, bronchus, lung cancers",2x[ 1–2],2x[ 2–3],1x[ 1–1],2x[ 2–3],4x[ 3–5],1x[ 1–2]
Egypt,Ischaemic heart disease,42x[ 35–53],46x[ 39–58],38x[ 32–49],64x[ 53–80],75x[ 63–94],54x[ 44–68]
Egypt,Stroke,13x[ 11–16],12x[ 10–16],14x[ 11–17],20x[ 16–26],21x[ 18–27],19x[ 15–24]
Egypt,Chronic obstructive pulmonary disease,7x[ 4–10],8x[ 5–11],5x[ 4–8],11x[ 7–15],14x[ 9–20],8x[ 5–12]
El Salvador,Total,42x[ 33–53],47x[ 36–58],39x[ 30–49],42x[ 32–52],51x[ 40–63],35x[ 27–44]
El Salvador,Lower respiratory infections,11x[ 7–15],12x[ 8–17],9x[ 6–13],11x[ 7–14],13x[ 9–18],9x[ 6–11]
El Salvador,"Trachea, bronchus, lung cancers",1x[ 1–2],1x[ 1–2],1x[ 1–2],1x[ 1–2],2x[ 1–3],1x[ 1–2]
El Salvador,Ischaemic heart disease,22x[ 16–28],24x[ 18–30],19x[ 14–25],22x[ 16–28],27x[ 21–34],18x[ 13–23]
El Salvador,Stroke,4x[ 3–5],4x[ 3–5],4x[ 3–5],4x[ 3–5],5x[ 3–6],4x[ 3–5]
El Salvador,Chronic obstructive pulmonary disease,5x[ 3–7],4x[ 2–7],5x[ 3–7],4x[ 3–6],5x[ 3–7],4x[ 3–6]
Equatorial Guinea,Total,100x[ 75–120],97x[ 73–117],104x[ 77–125],178x[ 133–214],181x[ 136–218],174x[ 129–209]
Equatorial Guinea,Lower respiratory infections,59x[ 43–73],59x[ 43–72],60x[ 44–74],79x[ 58–97],83x[ 60–102],77x[ 56–93]
Equatorial Guinea,"Trachea, bronchus, lung cancers",1x[ 1–1],1x[ 1–2],1x[ 0–1],2x[ 2–3],3x[ 2–4],1x[ 1–2]
Equatorial Guinea,Ischaemic heart disease,20x[ 15–25],20x[ 15–25],20x[ 14–25],50x[ 36–62],52x[ 38–65],47x[ 34–59]
Equatorial Guinea,Stroke,12x[ 8–15],11x[ 8–14],13x[ 9–17],28x[ 20–36],27x[ 20–35],30x[ 21–38]
Equatorial Guinea,Chronic obstructive pulmonary disease,7x[ 5–8],5x[ 3–7],8x[ 6–10],18x[ 13–23],16x[ 9–22],20x[ 14–25]
Eritrea,Total,95x[ 83–105],103x[ 90–115],88x[ 76–97],174x[ 151–192],201x[ 176–224],150x[ 131–166]
Eritrea,Lower respiratory infections,47x[ 39–53],52x[ 43–60],42x[ 34–47],68x[ 57–77],82x[ 68–94],56x[ 47–64]
Eritrea,"Trachea, bronchus, lung cancers",1x[ 1–1],1x[ 1–1],1x[ 1–1],2x[ 1–2],1x[ 1–2],2x[ 1–2]
Eritrea,Ischaemic heart disease,20x[ 17–23],23x[ 19–26],18x[ 15–20],45x[ 38–51],53x[ 46–61],37x[ 31–43]
Eritrea,Stroke,18x[ 15–21],17x[ 14–20],20x[ 16–23],40x[ 33–47],39x[ 32–46],40x[ 34–47]
Eritrea,Chronic obstructive pulmonary disease,8x[ 6–10],10x[ 6–13],7x[ 6–8],20x[ 14–24],26x[ 15–34],15x[ 12–17]
Estonia,Total,60x[ 34–103],59x[ 36–102],61x[ 32–106],25x[ 14–43],36x[ 22–62],17x[ 9–30]
Estonia,Lower respiratory infections,3x[ 1–6],3x[ 1–8],2x[ 0–4],1x[ 0–3],2x[ 0–5],1x[ 0–2]
Estonia,"Trachea, bronchus, lung cancers",5x[ 1–13],7x[ 2–19],3x[ 1–7],2x[ 1–6],5x[ 1–12],1x[ 0–3]
Estonia,Ischaemic heart disease,43x[ 24–72],39x[ 24–62],47x[ 24–83],18x[ 10–29],24x[ 14–38],13x[ 6–22]
Estonia,Stroke,6x[ 3–13],5x[ 3–9],7x[ 3–17],3x[ 1–6],3x[ 2–6],2x[ 1–5]
Estonia,Chronic obstructive pulmonary disease,3x[ 1–6],4x[ 1–9],2x[ 0–4],1x[ 0–2],2x[ 1–5],0x[ 0–1]
Eswatini,Total,69x[ 58–79],68x[ 56–79],69x[ 59–79],137x[ 116–157],157x[ 130–183],124x[ 106–140]
Eswatini,Lower respiratory infections,33x[ 26–40],35x[ 28–43],31x[ 25–37],47x[ 37–56],56x[ 44–68],40x[ 32–48]
Eswatini,"Trachea, bronchus, lung cancers",1x[ 0–1],1x[ 1–1],0x[ 0–1],2x[ 1–2],3x[ 2–3],1x[ 1–1]
Eswatini,Ischaemic heart disease,15x[ 12–18],12x[ 10–15],17x[ 14–20],37x[ 31–44],36x[ 30–43],38x[ 31–44]
Eswatini,Stroke,11x[ 9–13],9x[ 7–11],13x[ 10–16],28x[ 22–33],26x[ 21–32],28x[ 22–34]
Eswatini,Chronic obstructive pulmonary disease,9x[ 6–11],10x[ 5–15],7x[ 5–9],24x[ 16–31],35x[ 17–52],16x[ 12–20]
Ethiopia,Total,82x[ 75–89],87x[ 79–95],77x[ 70–83],144x[ 132–157],158x[ 142–172],132x[ 120–142]
Ethiopia,Lower respiratory infections,43x[ 36–48],47x[ 40–53],39x[ 33–43],56x[ 48–63],63x[ 54–71],50x[ 43–56]
Ethiopia,"Trachea, bronchus, lung cancers",1x[ 1–1],1x[ 1–1],1x[ 1–1],2x[ 2–2],2x[ 1–2],2x[ 2–2]
Ethiopia,Ischaemic heart disease,19x[ 17–22],21x[ 19–24],18x[ 15–20],44x[ 39–49],50x[ 44–55],39x[ 34–44]
Ethiopia,Stroke,12x[ 11–14],11x[ 9–13],13x[ 11–15],27x[ 24–31],26x[ 22–30],28x[ 24–32]
Ethiopia,Chronic obstructive pulmonary disease,6x[ 4–7],6x[ 4–9],6x[ 5–6],15x[ 11–18],17x[ 9–22],13x[ 10–14]
Fiji,Total,76x[ 55–93],97x[ 70–119],55x[ 39–67],99x[ 71–121],131x[ 95–161],70x[ 50–86]
Fiji,Lower respiratory infections,12x[ 8–15],13x[ 9–17],11x[ 7–14],15x[ 10–20],18x[ 12–23],13x[ 9–17]
Fiji,"Trachea, bronchus, lung cancers",2x[ 1–3],2x[ 1–3],1x[ 1–2],2x[ 1–3],3x[ 2–4],2x[ 1–2]
Fiji,Ischaemic heart disease,51x[ 36–63],69x[ 49–84],33x[ 23–41],64x[ 46–79],88x[ 63–108],41x[ 29–51]
Fiji,Stroke,5x[ 3–6],5x[ 3–6],4x[ 3–6],6x[ 4–8],7x[ 5–9],5x[ 4–7]
Fiji,Chronic obstructive pulmonary disease,7x[ 4–9],8x[ 3–13],5x[ 4–7],11x[ 6–15],15x[ 6–23],8x[ 5–11]
Finland,Total,19x[ 12–29],21x[ 14–29],17x[ 9–30],7x[ 4–11],10x[ 7–14],5x[ 3–9]
Finland,Lower respiratory infections,0x[ 0–1],0x[ 0–1],0x[ 0–1],0x[ 0–0],0x[ 0–0],0x[ 0–0]
Finland,"Trachea, bronchus, lung cancers",1x[ 0–2],1x[ 0–3],1x[ 0–2],0x[ 0–1],1x[ 0–1],0x[ 0–1]
Finland,Ischaemic heart disease,12x[ 6–20],14x[ 8–21],11x[ 4–20],5x[ 2–8],7x[ 4–10],3x[ 1–6]
Finland,Stroke,4x[ 1–11],3x[ 1–8],4x[ 1–14],1x[ 0–4],2x[ 1–4],1x[ 0–4]
Finland,Chronic obstructive pulmonary disease,1x[ 0–3],2x[ 0–4],1x[ 0–2],1x[ 0–1],1x[ 0–2],0x[ 0–1]
France,Total,25x[ 19–33],27x[ 21–35],23x[ 17–33],10x[ 7–13],13x[ 10–17],7x[ 5–9]
France,Lower respiratory infections,3x[ 1–6],3x[ 1–5],3x[ 1–6],1x[ 0–2],1x[ 0–2],1x[ 0–2]
France,"Trachea, bronchus, lung cancers",4x[ 2–6],5x[ 3–9],2x[ 1–3],2x[ 1–3],3x[ 1–5],1x[ 0–2]
France,Ischaemic heart disease,10x[ 6–14],11x[ 7–15],9x[ 5–14],4x[ 2–5],5x[ 4–7],2x[ 1–4]
France,Stroke,4x[ 2–10],4x[ 2–8],5x[ 2–12],2x[ 1–4],2x[ 1–3],1x[ 1–3]
France,Chronic obstructive pulmonary disease,4x[ 2–7],5x[ 2–8],3x[ 1–6],1x[ 1–2],2x[ 1–4],1x[ 0–2]
Gabon,Total,51x[ 39–69],48x[ 37–66],53x[ 41–73],76x[ 59–104],79x[ 62–108],73x[ 56–100]
Gabon,Lower respiratory infections,24x[ 17–33],24x[ 17–34],23x[ 17–33],31x[ 22–43],34x[ 24–48],28x[ 20–39]
Gabon,"Trachea, bronchus, lung cancers",1x[ 1–2],1x[ 1–2],1x[ 0–1],2x[ 1–3],3x[ 2–4],1x[ 1–2]
Gabon,Ischaemic heart disease,13x[ 9–17],11x[ 9–15],14x[ 10–19],22x[ 16–30],21x[ 17–29],21x[ 16–30]
Gabon,Stroke,8x[ 6–12],7x[ 5–10],9x[ 7–13],14x[ 10–20],13x[ 10–19],15x[ 10–21]
Gabon,Chronic obstructive pulmonary disease,4x[ 3–6],4x[ 2–6],5x[ 3–7],8x[ 5–11],8x[ 5–12],8x[ 5–11]
Gambia,Total,97x[ 89–106],106x[ 95–115],89x[ 81–97],237x[ 216–257],254x[ 229–277],220x[ 201–238]
Gambia,Lower respiratory infections,52x[ 44–58],58x[ 49–65],46x[ 39–52],93x[ 79–105],108x[ 91–121],79x[ 67–88]
Gambia,"Trachea, bronchus, lung cancers",1x[ 0–1],1x[ 1–1],0x[ 0–0],1x[ 1–2],2x[ 2–2],1x[ 1–1]
Gambia,Ischaemic heart disease,25x[ 22–28],28x[ 25–31],22x[ 19–25],81x[ 72–91],86x[ 76–98],76x[ 67–85]
Gambia,Stroke,13x[ 11–15],13x[ 11–14],13x[ 12–15],39x[ 34–44],36x[ 31–41],42x[ 36–47]
Gambia,Chronic obstructive pulmonary disease,6x[ 5–7],6x[ 3–8],6x[ 5–7],22x[ 16–26],22x[ 12–29],22x[ 18–25]
Georgia,Total,184x[ 133–242],197x[ 146–254],172x[ 122–230],102x[ 74–134],140x[ 104–180],73x[ 52–98]
Georgia,Lower respiratory infections,5x[ 3–7],6x[ 4–8],4x[ 3–6],3x[ 2–5],5x[ 3–6],2x[ 2–3]
Georgia,"Trachea, bronchus, lung cancers",7x[ 4–10],11x[ 6–17],3x[ 1–4],4x[ 2–6],8x[ 4–12],2x[ 1–2]
Georgia,Ischaemic heart disease,107x[ 76–144],114x[ 85–150],100x[ 66–140],59x[ 42–79],81x[ 60–107],41x[ 27–58]
Georgia,Stroke,49x[ 33–72],49x[ 34–68],50x[ 31–75],27x[ 18–40],34x[ 24–48],22x[ 14–33]
Georgia,Chronic obstructive pulmonary disease,16x[ 9–22],17x[ 9–27],14x[ 8–20],8x[ 5–12],12x[ 6–19],6x[ 4–9]
Germany,Total,45x[ 34–59],47x[ 37–59],43x[ 30–59],16x[ 12–21],21x[ 16–26],12x[ 8–16]
Germany,Lower respiratory infections,3x[ 1–6],3x[ 1–6],3x[ 1–6],1x[ 0–2],1x[ 0–3],1x[ 0–2]
Germany,"Trachea, bronchus, lung cancers",4x[ 2–7],5x[ 3–9],3x[ 1–5],2x[ 1–3],3x[ 1–4],1x[ 1–2]
Germany,Ischaemic heart disease,25x[ 16–34],25x[ 18–33],24x[ 13–36],9x[ 5–12],11x[ 8–15],6x[ 3–9]
Germany,Stroke,6x[ 3–13],5x[ 3–10],7x[ 3–16],2x[ 1–4],2x[ 1–4],2x[ 1–4]
Germany,Chronic obstructive pulmonary disease,8x[ 3–13],8x[ 3–15],7x[ 3–12],3x[ 1–5],3x[ 1–6],2x[ 1–4]
Ghana,Total,101x[ 91–112],94x[ 82–105],109x[ 99–119],204x[ 183–225],203x[ 179–227],204x[ 184–224]
Ghana,Lower respiratory infections,48x[ 40–55],57x[ 47–66],39x[ 33–44],84x[ 71–96],113x[ 94–130],62x[ 52–70]
Ghana,"Trachea, bronchus, lung cancers",1x[ 0–1],1x[ 1–1],0x[ 0–0],1x[ 1–2],2x[ 2–3],1x[ 0–1]
Ghana,Ischaemic heart disease,25x[ 21–28],18x[ 16–21],31x[ 27–35],56x[ 49–64],46x[ 40–53],64x[ 56–73]
